web-scraper-order,web-scraper-start-url,product,product-href,product_name,product_rating,rating_amount,price,product_sold,condition,unit_weight,category,description,store_name,store_rating,store_location,image_1-src
1661866259-324,https://www.tokopedia.com/search?condition=1%232&navsource=&page=36&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,oppo a54 ram 6gb rom128gbRp2.600.000Jakarta Utararestu hp5.0Terjual 100+,https://www.tokopedia.com/mahaponsel/oppo-a54-ram-6gb-rom128gb-biru?extParam=ivf%3Dfalse%26src%3Dsearch,oppo a54 ram 6gb rom128gb - Biru,5.0,(36 rating),Rp2.600.000,Terjual 100+,Baru,500 Gram,500 Gram,"layar 6,51inci
ram 6gb,memori internal 128gb
chipset mediatex
dual simcard+memori card 
battery 5000mah
fast charging 18w
suppot wifi,radio,sidik jari 
kamera belakang 13mp+2mp+2mp
kamera depan 16mp
android 10
garansi oppo resmi
imei terdaftar dikominfo",restu hp,4.9,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/6/16/2179812c-7106-4bb8-9986-8bcf5d943787.jpg.webp?ect=4g
1661892832-489,https://www.tokopedia.com/search?condition=1%232&navsource=&page=33&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,SECOND iPhone 13 Mini / 13 128GB 256GB 512GB Bekas Second Ori fullsetRp9.940.000CashbackJakarta UtaraARMYAPPLE5.0Terjual 100+,https://www.tokopedia.com/armyapple/second-iphone-13-mini-13-128gb-256gb-512gb-bekas-second-ori-fullset-iphone-13-mini-128gb-blue?extParam=ivf%3Dfalse%26src%3Dsearch,"SECOND iPhone 13 Mini / 13 128GB 256GB 512GB Bekas Second Ori fullset - iPhone 13 Mini, 128GB BLUE",5.0,(107 rating),Rp9.940.000,Terjual 100+,Bekas,1.000 Gram,1.000 Gram,"READY!
#IPHONE SECOND INTER
PENTING !! BACA CATATAN TOKOPEDIA KAMI SEBELUM ORDER
FREE CASE AND TEMPERED DIBERIKAN SELAMA MASIH(TEMPERED RENTAN PECAH DALAM PENGIRIMAN) NO KOMPLAIN!!!

UNTUK VARIAN INTER YANG REVIEW BINTANG 5 IMEI DICOVER 1 TAHUN

(PENTING) Untuk yang kasih ulasan jelek bintang 1-4 segala pelayanan tambahan tidak berlaku

ADA GARANSI FUNGSI HP DARI TOKO KAMI 3 HARI , setelah 3 hari tidak menerima komplain apapun (AKSESORIS TIDAK GARANSI)
garansi void bila segel baut rusak / hilang / dilepas. tdk terima komplain apapun (baru sampai lgsng rusak jg ga diterima kalo segel baut uda lepas)
Yg ulasan bintang 5
- garansi hp menjadi 7 hari (kecuali jatuh/segel baut rusak/kesalahan pemakai tidak dicover)

Kelengkapan untuk iphone SE 2020 - iphone 11
OEM = Kotak + Cas Adapter + Kabeldata + HEADSET BLUETOOTH
Kelengkapan untuk iphone 12 MINI - 13 PRO MAX
OEM = Kotak + kabeldata

- iCloud kosong dan aman ,tinggal login apple id agan aja !
- Kondisi Mulus Lecet pemakaian sebelumnya aja
- Untuk Battery Health bisa ditanyakan langsung ke seller yaa
- Hardware/mesin normal,
- Untuk ACC tidak ada garansi
- Di Jaminkan barang yg kami jual kualitas terjamin , BUKAN REKON/KW! Jaminkan Kepuasan Walaupun beli produk seken !
(Misal Rusak Kami Ganti Uang / Ganti Barang) DILUAR HUMAN EROR
- UNTUK FISIK LANGSUNG CEK SAAT TERIMA

BELI = SETUJU

KITA JUAL SESUAI BAWAAN TIDAK MENERIMA KOMPLAIN !!

TRUSTED SELLER - TERPERCAYA !

kami menerima trade in seken hp / gadget lain lamanya bs via COD / kirim2",ARMYAPPLE,5.0,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/2/6/dacaad66-47e2-4ff6-ba59-097a3c933d95.jpg.webp?ect=4g
1661893117-501,https://www.tokopedia.com/search?condition=1%232&navsource=&page=33&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Samsung Galaxy A52 8/128GB garansi resmi seinRp4.300.000CashbackJakarta Pusatfael ponsel5.0Terjual 100+,https://www.tokopedia.com/faelponsel/samsung-galaxy-a52-8-128gb-garansi-resmi-sein-white?extParam=ivf%3Dfalse%26src%3Dsearch,Samsung Galaxy A52 8/128GB garansi resmi sein - White,5.0,(123 rating),Rp4.300.000,Terjual 100+,Baru,500 Gram,500 Gram,samsung galaxy a52 8/128gb garansi resmi sein 1tahun seluruh indonesia,fael ponsel,4.9,Jakarta Pusat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/4/7/5b0f4f10-42c8-446f-9adb-c6e2612b67c4.jpg.webp?ect=4g
1661902471-866,https://www.tokopedia.com/search?condition=1%232&navsource=&page=27&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Sisa 4Samsung A32 Ram 6/128 8/128 Gb Garansi Resmi SeinRp3.299.000BekasiPusat Grosir HP5.0Terjual 750+,https://www.tokopedia.com/v5k/samsung-a32-ram-6-128-8-128-gb-garansi-resmi-sein-hitam-8-128gb?extParam=ivf%3Dfalse%26src%3Dsearch,"Samsung A32 Ram 6/128 8/128 Gb Garansi Resmi Sein - Hitam, 8/128Gb",5.0,(525 rating),Rp3.299.000,Terjual 750+,Baru,300 Gram,300 Gram,"DEAR CUSTOMER 

JANGAN TERTIPU DENGAN BARANG YG TERLALU MIRING ( Belum Tentu Jaminan Barang segel asli (Repack ) 

DI TOKO KAMI JAMINAN BARANG KUALITAS TERBAIK SEGEL ORIGINAL DAN ASLI (NO REPACK ) 🥳🥳

DENGAN JAMINAN 100% GARANSI 1 TAHUN FULL GARANSI RESMI SAMSUNG SERVIS DI SELURUH INDONESIA


SAMSUNG GALAXY A32 6/128 & 8/128GB

GARANSI RESMI SEIN SAMSUNG INDONESIA
IMEI TERDAFTAR DI WEBSITE KEMENPERIN



Spesifikasi :

NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2021, February 25
Status Available. Released 2021, February 25
BODY Dimensions 158.9 x 73.6 x 8.4 mm (6.26 x 2.90 x 0.33 in)
Weight 184 g (6.49 oz)
Build Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5)
SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)
DISPLAY Type Super AMOLED, 90Hz, 800 nits (peak)
Size 6.4 inches, 98.9 cm2 (~84.6% screen-to-body ratio)
Resolution 1080 x 2400 pixels, 20:9 ratio (~411 ppi density)
Protection Corning Gorilla Glass 5
PLATFORM OS Android 11, One UI 3.0
Chipset Mediatek Helio G80 (12 nm)
CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU Mali-G52 MC2
MEMORY Card slot microSDXC (dedicated slot)
Internal 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM
MAIN CAMERA Quad 64 MP, f/1.8, 26mm (wide), PDAF
8 MP, f/2.2, 123˚, (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro)
5 MP, f/2.4, (depth)
Features LED flash, panorama, HDR
Video 4K@30fps, 1080p@30/120fps
SELFIE CAMERA Single 20 MP, f/2.2, (wide)
Video 1080p@30fps
SOUND Loudspeaker Yes
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, BDS, GALILEO
NFC Yes (market/region dependent)
Radio Unspecified
USB USB Type-C 2.0, USB On-The-Go
FEATURES Sensors Fingerprint (under display, optical), accelerometer, gyro, proximity, compass
BATTERY Type Li-Ion 5000 mAh, non-removable
Charging Fast charging 15W
MISC Colors Awesome Black, Awesome White, Awesome Blue, Awesome Violet",Pusat Grosir HP,5.0,Kota Bekasi,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/6/2/d1aac63b-e2a3-41d3-8c25-1797b8dbc81a.jpg.webp?ect=4g
1661900579-794,https://www.tokopedia.com/search?condition=1%232&navsource=&page=28&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,OPPO A16 3/32GB GARANSI RESMI OPPO INDONESIARp1.649.000Jakarta Timuravia'store4.8Terjual 100+,https://www.tokopedia.com/aviastore-1/oppo-a16-3-32gb-garansi-resmi-oppo-indonesia-hitam?extParam=ivf%3Dfalse%26src%3Dsearch,OPPO A16 3/32GB GARANSI RESMI OPPO INDONESIA - Hitam,4.8,(109 rating),Rp1.649.000,Terjual 100+,Baru,500 Gram,500 Gram,"OPPO A16 3/32GB GARANSI RESMI OPPO

BONUS :
- Antigores (sudh trpasang dari pabrik)
- Softcase (dalam box)
- Gurita
- Ring Hp

Layar	TFT LCD 6,52 inci (1.600 x 720 piksel) HD Plus, refresh rate 60Hz, 
Dimensi dan Bobot	8,4 mm, 190 gram

System-On-Chip	MediaTek Helio G35 (12nm), CPU Arm Cortex-A53 2,3 Ghz
PowerVR GE8320 680MHz

RAM	3 GB (LPDDR4X)
Internal Storage	32 GB (UFS 2.1) dedicated slot 256 GB

Kamera Depan	8 MP (f/2.0)
Kamera Belakang	
13 MP (f/2.2) kamera utama

2 MP (f/2.4) kamera portrait

SCROLL UNTUK LANJUT BACA
2 MP (f/2.4) kamera macro

Baterai	
5.000 mAh

Sistem Operasi	


Android 11, ColorOS 11.1

Fitur Keamanan	


Face Recognition, Side Fingerprint Unlock

Fitur Lainnya	Super Power Saving Mode, Eye Care Display, AI Smart Backlighting, Smart Temperature Control, Flexdrop Game Assistant, Bullet Notification, AI Beautification, Ultra-Clear Triple Camera, sertifikasi tahan air IPX

NOTE :

*GARANSI BERJALAN*
SEBELUM MELAKUKAN PEMESANAN DIHARAPKAN : 
1. MENAYAKAN KETERSEDIAAN STOCK UNTUL INFO KONDISI STOCK YANG PALING UPDATE, 
2. KONDISI GIFT MENYESUAIKAN DENGAN STOCK, DAN TIDAK MENGURANGI JUMLAH GIFT",avia'store,4.7,Jakarta Timur,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/7/15/0ddb6181-9be4-4836-940d-18458aa0e92a.jpg.webp?ect=3g
1661899179-740,https://www.tokopedia.com/search?condition=1%232&navsource=&page=29&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,TerlarisOppo A16 3/32 Garansi Resmi No RepackRp1.684.000CashbackSurakartaOreoPhone5.0Terjual 500+,https://www.tokopedia.com/oreophone-1/oppo-a16-3-32-garansi-resmi-no-repack?extParam=ivf%3Dfalse%26src%3Dsearch,Oppo A16 3/32 Garansi Resmi No Repack,5.0,(227 rating),Rp1.684.000,Terjual 500+,Baru,500 Gram,500 Gram,"Ready
Oppo A16
Ram 3/32
Garansi resmi
No repacking",OreoPhone,5.0,Kota Surakarta,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/10/29/54d63618-97e8-46da-b628-1e7041deb6d6.jpg.webp?ect=3g
1661894279-547,https://www.tokopedia.com/search?condition=1%232&navsource=&page=32&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,samsung m32 8/128 garansi resmi murahRp3.139.0005%Rp3.299.000Jakarta BaratMONSTERADA5.0Terjual 500+,https://www.tokopedia.com/monsterada/samsung-m32-8-128-garansi-resmi-murah-hitam?extParam=ivf%3Dfalse%26src%3Dsearch,samsung m32 8/128 garansi resmi murah - Hitam,5.0,(380 rating),Rp3.139.000,Terjual 500+,Baru,500 Gram,500 Gram,"CPU Speed 2GHz, 1.8GHz Octa-Core
RAM 8GB ROM 128GB
MicroSD (Up to 1TB)

Display (6.4"" full rectangle) / 158.7mm (6.2"" rounded corners)
Resolution (Main Display) 1080 x 2400 (FHD+) Super AMOLED

Rear Camera
64.0 MP + 8.0 MP + 2.0 MP + 2.0 MP
F1.8 , F2.2 , F2.4 , F2.4
Digital Zoom up to 10x
 
Front Camera
20.0 MP
F2.2
  
Video Recording Resolution FHD (1920 x 1080) @30fps
 
Slow Motion 120fps @HD
RAM Size (GB)
8

 
SIM size Nano-SIM
SIM + SIM 2 + MicroSD
 
Infra
2G GSM, 3G WCDMA, 4G LTE FDD, 4G LTE TDD 
2G GSM
GSM850, GSM900, DCS1800, PCS1900
3G UMTS
B1(2100), B2(1900), B4(AWS), B5(850), B8(900)
4G FDD LTE
B1(2100), B2(1900), B3(1800), B4(AWS), B5(850), B7(2600), B8(900), B12(700), B17(700), B20(800), B26(850), B28(700), B66(AWS-3)
4G TDD LTE
B38(2600), B40(2300), B41(2500)

Connectivity
USB Type-C
Versi USB 2.0 
Location Technology GPS, Glonass, Beidou, Galileo
Wi-Fi 802.11 a/b/g/n/ac 2.4+5GHz
Bluetooth Version v5.0
NFC Yes

Sensors
Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, RGB Light Sensor, Virtual Proximity Sensing
Physical specification

Battery Capacity 5000mAh

 
Video Playing Format
MP4, M4V, 3GP, 3G2, AVI, FLV, MKV, WEBM
 
Video Playing Resolution
FHD (1920 x 1080) @60fps
 
Audio Playing Format
MP3, M4A, 3GA, AAC, OGG, OGA, WAV, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",MONSTERADA,5.0,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/10/5/65aade50-7b31-466b-9561-18269c55c739.jpg.webp?ect=4g
1661896159-623,https://www.tokopedia.com/search?condition=1%232&navsource=&page=31&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,infinix smart6 nfc 2/32Rp1.280.000Jakarta BaratAdakalanya5.0Terjual 60+,https://www.tokopedia.com/sungoku-1/infinix-smart6-nfc-2-32?extParam=ivf%3Dfalse%26src%3Dsearch,infinix smart6 nfc 2/32,5.0,(21 rating),Rp1.280.000,Terjual 60+,Baru,500 Gram,500 Gram,garansi resmi infinix,Adakalanya,5.0,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/2/7decd4b3-eb0b-4f75-9c5b-51696be1963f.jpg.webp?ect=4g
1661904725-947,https://www.tokopedia.com/search?condition=1%232&navsource=&page=25&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,infinix hot 11s NFC 4/64 garansi resmiRp1.853.000CashbackJakarta Timurpratamaponsel5.0Terjual 100+,https://www.tokopedia.com/pratamaponsel112/infinix-hot-11s-nfc-4-64-garansi-resmi-purple?extParam=ivf%3Dfalse%26src%3Dsearch,infinix hot 11s NFC 4/64 garansi resmi - purple,5.0,(69 rating),Rp1.853.000,Terjual 100+,Baru,500 Gram,500 Gram,"Garansi Resmi 1 Tahun Infinix Indonesia
100% Original Baru dan Segel
Imei Terdaftar Resmi di Kemenperin

Network 	Technology 	
GSM / HSPA / LTE
Launch 	Announced 	2021, September 17
Status 	Available. Released 2021, September 21
Body 	Dimensions 	168.9 x 77 x 8.8 mm (6.65 x 3.03 x 0.35 in)
Weight 	205 g (7.23 oz)
Build 	Glass front, plastic back, plastic frame
SIM 	Dual SIM (Nano-SIM, dual stand-by)
Display 	Type 	IPS LCD, 90Hz, 500 nits (peak)
Size 	6.78 inches, 108.6 cm2 (~83.5% screen-to-body ratio)
Resolution 	1080 x 2480 pixels (~399 ppi density)
Protection 	NEG Dinorex T2X-1
Platform 	OS 	Android 11, XOS 7.6
Chipset 	MediaTek Helio G88 (12nm)
CPU 	Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU 	Mali-G52 MC2
Memory 	Card slot 	microSDXC (dedicated slot)
Internal 	64GB 4GB RAM
	eMMC 5.1
Main Camera 	Triple 	50 MP, f/1.6, (wide), PDAF
2 MP, (depth)
Unspecified camera
Features 	Quad-LED flash, HDR, panorama
Video 	1440p@30fps
Selfie camera 	Single 	8 MP, f/2.0, (wide)
Features 	Dual-LED flash
Video 	1440p@30fps
Sound 	Loudspeaker 	Yes, with dual speakers
3.5mm jack 	Yes
Comms 	WLAN 	Wi-Fi 802.11 a/b/g/n, hotspot
Bluetooth 	5.0, A2DP, LE
GPS 	Yes, with A-GPS
NFC 	Yes
Radio 	FM radio
USB 	USB Type-C 2.0, USB On-The-Go
Features 	Sensors 	Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass
Battery 	Type 	Li-Po 5000 mAh, non-removable

 PERHATIAN!!

Syarat Dan Ketentuan Komplain Produk

1.	Paket diterima oleh pembeli.

2.	Pembuatan video unboxing, foto penerimaan produk, resi, dan label pengiriman.

3.	Keluhan diterima pihak Gadget Mart untuk diproses lebih lanjut.

4.	Segala bentuk komplain tidak dapat diproses jika salah satu aspek pada No.2 tidak lengkap. 


5.	Kerusakan packaging luar saat pengiriman dapat di laporkan  langsung pada pihak jasa ekspedisi terkait.",pratamaponsel,5.0,Jakarta Timur,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/12/19/07a115fe-ade9-4774-92bd-0cd27afdbaba.jpg.webp?ect=4g
1661858976-257,https://www.tokopedia.com/search?condition=1%232&navsource=&page=37&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,IPHONE 13 PRO MAX 3G ULTIMATE FS HDCRp1.720.000CashbackJakarta BaratWT Teknologi5.0Terjual 250+,https://www.tokopedia.com/wtteknologi/iphone-13-pro-max-3g-ultimate-fs-hdc-putih?extParam=ivf%3Dfalse%26src%3Dsearch,IPHONE 13 PRO MAX 3G ULTIMATE FS HDC - Putih,5.0,(44 rating),Rp1.720.000,Terjual 250+,Baru,500 Gram,500 Gram,"Spesifikasi Real :
- Layar 6,7 INCH
- Layar HD Gorillaglass FULL U-SCREEN LIKE ORIGINAL
- Fisik Tampilan 1:1 Like Original
- Show Prosessor MT6595M/6592 With Real Basic MT6580
- Btrei 2100 mAh
-  3G/H+
- RAM Real 1GB
- ROM Real 16GB 
- DUAL Nano SIM Card
- Kamera Depan 5 MP, Kamera Belakang 13 MP
- Tampilan Booting Logo Like Original
- Tampilan Apps Store Like Original
- Original Manufacture By HDC Mobile (Cek Picture By CPUZ dan CPU Identifier)

Kelengkapan :
Unit, Handphone,Kabel Data (SESUAI PACKING ORI )
Warna :Sesuai varian 

NB:
- Untuk Pemesanan Silakan Cantumkan Warna, Tidak Dicantumkan Kami Kirim Random Sesuai Ketersediaan Warna :)",WT Teknologi,4.8,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/14/f064c9b7-8a9b-471d-9be8-dddc59dcae8e.jpg.webp?ect=4g
1661897788-688,https://www.tokopedia.com/search?condition=1%232&navsource=&page=30&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Super Gadget DayInfinix Zero X Pro 8/256GB – 108MP OIS with 60X Periscope ZoomRp3.199.00035%Rp4.899.000Jakarta UtaraInfinix Official Store4.9Terjual 100+,https://www.tokopedia.com/officialinfinix/infinix-zero-x-pro-8-256gb-108mp-ois-with-60x-periscope-zoom-silver?extParam=ivf%3Dfalse%26src%3Dsearch,Infinix Zero X Pro 8/256GB – 108MP OIS with 60X Periscope Zoom - Silver,4.9,(70 rating),Rp3.199.000,Terjual 100+,Baru,1.000 Gram,1.000 Gram,"Infinix Zero X Pro 8/256GB – 108MP OIS with 60X Periscope Zoom - Helio G95 Dual Chipset – 120Hz AMOLED 

60X Periscope Moonshot Camera
6.67"" FHD+ AMOLED Ultra Smooth Display
Rear Camera 108MP(OIS) + 8MP(5X) + 8MP with Quad-Flash Light  
Front Camera 16MP with Dual Flash Light 
120Hz Super Fluid Refresh Rate
Mediatek Helio G95 + Boost Intelligent Dual Chip
Baterai 4.500mAh with 45W TÜV Rheinland Safe & Flash Charge
256GB ROM + 8GB RAM
In Display Fingerprint & Face Unlock
7.8mm Feather-Light Finishing
Dimensi 164.06*75.69*7.8mm
RAM dapat diupgrade hingga 3GB
AndroidTM 11 
Garansi Resmi Infinix
Gratis Soft Case
Gratis Screen Protector

What’s in the Box :
1 Unit Infinix Zero X Pro 8/256GB, 1 x Adaptor Charger, 1 x USB Type C Cable Data, 1 x SIM Ejector, 1 x Case, 1 x Screen Protector, 1 x Warranty Card, 1 x User Guide


***PENTING UNTUK DIPERHATIKAN PEMBELI***
SETELAH PAKET DITERIMA OLEH KAKAK, MOHON BANTUANNYA UNTUK MEREKAM VIDEO UNBOXING PAKET YANG MENUNJUKKAN KEADAAN PRODUK DAN KOTAK DENGAN SEJELAS MUNGKIN
HAL INI DISARANKAN SUPAYA MEMUDAHKAN PENANGANAN APABILA ADA KENDALA PRODUK YANG DIALAMI. JIKA TIDAK ADA KENDALA, VIDEO TERSEBUT BISA JUGA DIJADIKAN SEBAGAI ULASAN DARI KAKAK TERHADAP TOKO KAMI.
TERIMA KASIH :)",Infinix Official Store,4.9,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/12/7/001290dd-07c9-49da-8778-bd39e150e252.jpg.webp?ect=4g
1661897057-658,https://www.tokopedia.com/search?condition=1%232&navsource=&page=30&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Sisa 4XIAOMI REDMI NOTE 11 PRO 8/128 GB NOTE 11 PRO 6/128 GB GARANSI RESMIRp3.393.000CashbackTangerangSTR-STORE5.0Terjual 26,https://www.tokopedia.com/str-store/xiaomi-redmi-note-11-pro-8-128-gb-note-11-pro-6-128-gb-garansi-resmi-6gb-128gb-blue?extParam=ivf%3Dfalse%26src%3Dsearch,"XIAOMI REDMI NOTE 11 PRO 8/128 GB NOTE 11 PRO 6/128 GB GARANSI RESMI - 6GB 128GB, BLUE",5.0,(14 rating),Rp3.393.000,Terjual 26,Baru,500 Gram,500 Gram,"GARANSI RESMI  PT.XIAOMI TECHNOLOGI INDONESIA / TAM

NETWORK
TechnologyGSM / HSPA / LTE

BODY
Dimensions164.2 x 76.1 x 8.1 mm (6.46 x 3.00 x 0.32 in)
Weight202 g (7.13 oz)
BuildGlass front (Gorilla Glass 5), glass back
SIMHybrid Dual SIM (Nano-SIM, dual stand-by) IP53, dust and splash resistant

DISPLAY
TypeSuper AMOLED, 120Hz, 700 nits, 1200 nits (peak)
Size6.67 inches, 107.4 cm2 (~86.0% screen-to-body ratio)
Resolution1080 x 2400 pixels, 20:9 ratio (~395 ppi density)
ProtectionCorning Gorilla Glass 5

PLATFORM
OSAndroid 11, MIUI 13
ChipsetMediatek Helio G96 (12 nm)
CPUOcta-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)
GPUMali-G57 MC2

MEMORY
Card slotmicroSDXC (uses shared SIM slot)
Internal 128GB, 8GB RAM UFS 2.2

MAIN CAMERA
Quad108 MP, f/1.9, 26mm (wide), 1/1.52"", 0.7µm, PDAF
8 MP, f/2.2, 118˚ (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
FeaturesLED flash, HDR, panorama
Video1080p@30fps

SELFIE CAMERA
Single16 MP, f/2.5, (wide), 1/3.06"" 1.0µm
Video1080p@30fps

SOUND
LoudspeakerYes, with stereo speakers
3.5mm jackYes 24-bit/192kHz audio

COMMS
WLANWi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth5.1, A2DP, LE
GPSYes, with A-GPS, GLONASS, BDS, GALILEO
NFCYes
Infrared portYes
RadioUnspecified
USBUSB Type-C 2.0, USB On-The-Go

FEATURES
SensorsFingerprint (side-mounted), accelerometer, gyro, proximity, compass
BATTERY
TypeLi-Po 5000 mAh, non-removable
ChargingFast charging 67W, 51% in 15 min (advertised)
Power Delivery 3.0
Quick Charge 3+

MISC
Colors Graphite Gray (Stealth Black), Polar White (Phantom White), Star Blue",STR-STORE,5.0,Kota Tangerang,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/8/3/b5bb3134-1053-4d11-9639-8332f5fca327.jpg.webp?ect=4g
1661859011-258,https://www.tokopedia.com/search?condition=1%232&navsource=&page=37&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Super Gadget DayInfinix ITel Vision 1 Pro RAM 3GB / 2GB ROM 32GB Garansi ResmiRp1.240.000CashbackJakarta PusatMnM Phone4.9Terjual 100+,https://www.tokopedia.com/mnmphone/infinix-itel-vision-1-pro-ram-3gb-2gb-rom-32gb-garansi-resmi-cosmic-shine-3-32?extParam=ivf%3Dfalse%26src%3Dsearch,"Infinix ITel Vision 1 Pro RAM 3GB / 2GB ROM 32GB Garansi Resmi - Cosmic Shine, 3/32",4.9,(57 rating),Rp1.240.000,Terjual 100+,Baru,500 Gram,500 Gram,"Garansi Resmi 1 Tahun Itel Indonesia
100% Original Baru dan Segel
Imei Terdaftar Resmi di Kemenperin

Spesifikasi:

CPU: 1.4GHz Octa-Core
GPU: Mali 820 MP1
Display: 6.5 inch HD + 1600 × 720 20: 9 IPS
RAM Capacity: 3GB
Storage: 32GB (microSD compatible 128GB)
Main Camera: 8MP Triple Camera
Front Camera: 8MP Camera
OS: Android 10 (Go edition)
Size: × × 8.5 mm
Battery: 4000mAh
Color: Ice Crystal Blue, Cosmic Shine
Wi-Fi: 802.11
Bluetooth: v4.x
Waterproof and dustproof: None
Connection terminal: MicroUSB
earphone terminal: Yes
Certification Method: Fingerprint authentication sensor, face authentication,
Dual SIM (nanoSIM)
network: 4G LTE compatible",MnM Phone,5.0,Jakarta Pusat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/22/80ba1b3e-83ee-48e6-b180-9d32f85d320d.jpg.webp?ect=4g
1661889104-339,https://www.tokopedia.com/search?condition=1%232&navsource=&page=36&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,IPHONE 7 PLUS SECONDRp2.600.000Jakarta Baratsun mobile4.9Terjual 250+,https://www.tokopedia.com/sunmobile22/iphone-7-plus-second-matte-black-32-gb?extParam=ivf%3Dfalse%26src%3Dsearch,"IPHONE 7 PLUS SECOND - Matte black, 32 gb",4.9,(167 rating),Rp2.600.000,Terjual 250+,Bekas,400 Gram,400 Gram,"SELAMAT DATANG DI SUN MOBILE
Harap Menanyakan Stok Terlebih dahulu
Unit batangan, jika fullset bisa tambah kotak dus dipemesanan

BACA DESKRIPSI SEBELUM MEMBELI
* Kondisi Mulus 90-95%
* LCD ORIGINAL
* Dapat diakses SEMUA PROVIDER (Pakai Kartu Jaringan Apa saja)
* Dapat menggunakan iCloud (Hanya perlu Login Apple ID)
* Battery Health tidak bisa request karena stok kami banyak dan BH random tapi dapat dipastikan Battery Health 85% ke atas
* Bebas direset 
* Skor 3utool hijau semua
*Sebelum dikirim kami akan melakukan QC (Quality check ) untuk mengurangi resiko retur 

GARANSI TOKO  1 MINGGU
Garansi tidak berlaku (*void*) jika :
* Terkena cairan
* Segel Rusak/Hilang
* Unit bekas jatuh (human error)
* Barang yang dikirim harus dalam keadaan fisik bagus seperti yang diterima 
* Ongkos kirim & Retur ditanggung pembeli
* Dll yang disebabkan Kelalaian Pengguna
* Selamat Berbelanja🤗🤗",sun mobile,4.9,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/2/25/0c580e25-5298-43c3-a0f9-a26bd2c1e203.jpg.webp?ect=4g
